lmk_name,x_coord,y_coord,z_coord
Tragion L,76.91943736297935,27.02508567160043,-104.03733559553498
Glabella,14.210365332429383,74.29531962406212,0.5865303539507067
Pronasale',19.65090738542144,17.028461049182006,24.263730974508235
Nasion',14.944271458278756,62.70869832741473,-0.8342632876217522
Subnasale',19.533160141589313,2.465168634522584,8.119964567508248
Labiale Superius',20.47837121690542,-12.912800364234421,9.500885430865196
Stomion',20.535665530424655,-23.255147138455673,-0.01880423663590136
Labiale Inferius',21.520946028551737,-35.15767099331332,1.7152177965547821
Pogonion,23.11497534879265,-60.47174908410929,-7.4884498671583515
Cheilion' L,45.55782930123584,-24.16138896123827,-13.739849051520423
Endocanthion' L,29.090226387195774,51.03149252257423,-19.086111325015963
Frontozygomaticus' R,-48.067268292769796,49.29721568331499,-32.1584128981541
Frontotemporale' L,54.04290917595328,82.30552731094627,-19.540967308512734
Midsupraorbital' R,-21.12083198325237,64.273525186646,-3.7449086169247607
Zygion' L,77.46576354047824,28.45050495346321,-71.92071835540658
Supramentale',22.45740759889886,-49.53759058706912,-5.664405278801837
Gnathion',23.53849486619577,-69.36073170040179,-10.504202350341359
Menton,23.333920192735285,-75.80151969534384,-19.74894083938176
Alare' R,-1.7835931737336495,11.922699222540665,5.403274920049682
Alare' L,36.682303683135615,14.946713274272419,3.5961829530517946
Exocanthion' L,58.95410095442609,54.20578019319162,-27.48869458522006
Endocanthion' R,-3.194393210306707,49.301473959961754,-16.97378359139384
Exocanthion' R,-32.7596350670948,50.02723067296801,-17.683570703965017
Frontozygomaticus' L,71.34018578315366,54.82868007256597,-47.89183446982992
Frontotemporale' R,-27.50447132486014,76.25643743913852,-8.253172106819136
Midsupraorbital' L,47.04569579565329,68.53312682961993,-12.195051655429495
Gonion' L,69.33560892922043,-26.495830924620755,-73.71929802785593
Otobasion Inferius' L,71.49981301448815,1.7384961939490062,-100.0831380857399
