lmk_name,x_coord,y_coord,z_coord
Glabella,-0.06194074869506583,34.29430920003027,16.997911917907174
Labiale Inferius',7.801640321162127,-62.27118063878214,31.4668490563335
Alare' L,17.725521411894626,-23.21446251224667,25.27321883222521
Exocanthion' R,-43.02192751764977,6.58996497047076,1.9809555174961133
Midsupraorbital' L,31.62322736195494,30.61316119953395,10.643705915740156
Frontotemporale' L,39.12209664788582,39.093700055669515,5.6179159521093425
Pronasale',5.076018684500094,-20.452518493280145,43.38598009931519
Subnasale',5.402657513184069,-35.83417170182912,26.44227231165638
Labiale Superius',6.268905599524327,-47.07300895672233,28.835465209923143
Menton,10.715385887973499,-105.9813549853263,18.42542192771822
Midsupraorbital' R,-32.38347075839789,24.402986011070936,11.187201718955691
Gnathion',10.710482108707534,-100.37857687923035,26.51972739611068
Endocanthion' R,-14.693569740328043,6.2894609760425055,4.936203211046177
Nasion',1.2792803476529855,21.993575993863914,17.888181331156602
Stomion',7.3047031274133545,-55.49477339890452,26.799218254074617
Endocanthion' L,15.54276813039603,9.442597865139874,6.3525115512526895
Supramentale',8.681207694688286,-73.4705409079503,27.694220539608466
Pogonion,9.898009065728672,-89.79317541949408,29.206391721364355
Alare' R,-13.841034164639712,-26.914046597654405,20.084412294164053
Frontotemporale' R,-38.8218639643561,33.74047652739168,7.565408925021984
Cheilion' R,-21.159650779736182,-58.63713513421533,12.844764457551662
Frontozygomaticus' R,-53.69837166917221,17.87581666925624,-4.2315706781510585
