lmk_name,x_coord,y_coord,z_coord
Pogonion,-9.177402857250852,-75.69654522265486,-40.44177902321013
Menton,-9.191137287544773,-90.44263643519079,-50.52857163297466
Glabella,-5.304105050726423,50.86921735583384,-46.00232141839746
Nasion',-6.027236818274469,38.19070524176664,-45.866861814765855
Labiale Superius',-8.47750866446125,-33.35432596388472,-40.79210641506387
Stomion',-8.902900462584956,-39.68545926489368,-44.79422467550012
Labiale Inferius',-9.133219598018817,-47.059027432394956,-42.52628519754467
Cheilion' L,20.034490790629377,-42.42735397370127,-57.46607949871736
Subnasale',-6.436800320198762,-20.24044118880638,-38.922094004911344
Pronasale',-5.921751451643653,-7.194728261601007,-19.76687096497335
Alare' L,12.08543805053666,-10.509837340427822,-42.56389686984346
Alare' R,-25.881081056424726,-7.763515253846336,-44.66108426784723
Endocanthion' L,9.260571454948963,24.64815533052527,-63.44237490699237
Exocanthion' L,40.30586369917968,23.141579976615162,-69.10873710536276
Endocanthion' R,-24.52969848956478,24.754115673597596,-62.61325709955281
Exocanthion' R,-56.66704979558754,24.466707819453056,-68.40963063678959
Frontotemporale' L,46.211098443581434,49.97910599743593,-69.82394325704655
Frontotemporale' R,-61.44320933078722,50.93116611213803,-69.8863146363114
Frontozygomaticus' L,55.19873845638654,26.87519697423128,-84.40178530006386
Midsupraorbital' L,27.329056662534047,41.1548762852998,-55.15230342204035
Midsupraorbital' R,-44.09529412073232,41.9570565825464,-55.259309813340565
Supramentale',-8.638171037369801,-57.02391316053202,-43.27493143804395
Gnathion',-9.127990132762855,-85.3085643598468,-42.804917476628475
